code,id,label,statement,subject,domain,minimumAge,maximumAge,competencyType,evidenceExpectationCount,alignmentCount,reviewStatus,sourceId,sourceReferenceId,sourceUri
ASFAI-MAT-831274468B,https://education.asfai.org/objectives/9c48a5df-0971-5803-b3e3-2eb7e949036a,Tenths (age 8+),Demonstrate the “Tenths (age 8+)” objective: Count up and down in hundredths; recognise that hundredths arise when dividing an object by 100 or dividing tenths by 10.,Mathematics,Fractions,8,9,CONCEPTUAL,3,0,unreviewed,mt_doX1BhmFgk,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_doX1BhmFgk,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-778E7556B7,https://education.asfai.org/objectives/3deb5acb-84fd-50af-b971-01d8de195e0f,Dinosaurs Were Real,Demonstrate the “Dinosaurs Were Real” objective: Understand that dinosaurs were real animals that lived on Earth a very long time ago and are now extinct — none are alive today.,Science,Dinosaurs & Paleontology,5,7,CONCEPTUAL,3,0,unreviewed,mt_dpM1l5IOk6,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_dpM1l5IOk6,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-3B1BD9D406,https://education.asfai.org/objectives/203b62a6-a0e7-53b3-89a2-a779d59030f3,How Sound Waves Travel,"Demonstrate the “How Sound Waves Travel” objective: Explain that sound is produced by vibrating objects and travels as a longitudinal pressure wave through solids, liquids, and gases; describe reflection of sound (echoes) and absorption; explain why sound cannot travel through a vacuum.",Science,"Waves, Light & Sound",11,12,CONCEPTUAL,4,1,unreviewed,mt_DQk9oDE7gr,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_DQk9oDE7gr,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-EE8026257C,https://education.asfai.org/objectives/16caa15c-8403-5699-807e-22750d34895f,Deep-Sea Creatures,"Demonstrate the “Deep-Sea Creatures” objective: Explore life in the deep sea: animals that make their own light (bioluminescence), creatures adapted to crushing pressure and total darkness, and hydrothermal vents where life thrives without sunlight.",Science,Ocean Life,9,11,CONCEPTUAL,3,0,unreviewed,mt_dRCnJEIwk4,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_dRCnJEIwk4,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-375F4A1C60,https://education.asfai.org/objectives/2f556f69-3ad8-5d33-9362-5ed8d234e1e5,Fraction-Decimal Equivalents,"Demonstrate the “Fraction-Decimal Equivalents” objective: Recognise and write decimal equivalents of 1/4, 1/2, and 3/4.",Mathematics,Fractions,8,9,CONCEPTUAL,3,0,unreviewed,mt_DRlbMok2lT,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_DRlbMok2lT,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-2D5C79913E,https://education.asfai.org/objectives/3ebf8c55-b4a2-5b4d-807b-7592c7a82599,Research & Note-Taking,"Demonstrate the “Research & Note-Taking” objective: Gather relevant information from print and digital sources, summarise or paraphrase information in notes and finished work, and provide a basic bibliography or list of sources.",English,Writing Composition,10,11,PROCEDURAL,3,1,unreviewed,mt_dRLP8g0SAg,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_dRLP8g0SAg,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-991CACD462,https://education.asfai.org/objectives/a0338df7-6e21-5d76-83da-c225566a996d,Reporting & Recounting,"Demonstrate the “Reporting & Recounting” objective: Report on a topic or recount an experience with organised facts and descriptive details, speaking clearly at an understandable pace.",English,Speaking & Listening,8,11,PROCEDURAL,3,2,unreviewed,mt_ds2TOtP8I1,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_ds2TOtP8I1,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-E30A0A3A8B,https://education.asfai.org/objectives/f4e8867d-d9dc-51c8-8fac-dab9ebc69e4c,"Active, Dormant & Extinct","Demonstrate the “Active, Dormant & Extinct” objective: Classify volcanoes as active (could erupt any time), dormant (sleeping but could wake up), or extinct (will not erupt again).",Science,Volcanoes & Earthquakes,7,9,CONCEPTUAL,3,0,unreviewed,mt_dSeFrAWE4v,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_dSeFrAWE4v,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-722865DE22,https://education.asfai.org/objectives/34407653-cf88-5ebb-9e1c-dd5aa76ab1e8,Figurative Language and Literary Devices,"Demonstrate the “Figurative Language and Literary Devices” objective: Determine the meaning of figurative and connotative language in context, analyse the impact of specific word choices on meaning and tone, and identify literary devices such as metaphor, simile, personification, allusion, and irony.",English,Reading Comprehension,11,14,CONCEPTUAL,3,7,unreviewed,mt_DVSHx3YMkN,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_DVSHx3YMkN,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-BECF3DFA75,https://education.asfai.org/objectives/c35eb6e1-57a1-5205-b7a8-a5a8c688b906,Shape patterns,"Demonstrate the “Shape patterns” objective: Look for and use mathematical structure: apply properties of operations, place-value patterns, and relationships between shapes to solve problems efficiently.",Mathematics,Mathematical Thinking,6,7,META,3,0,unreviewed,mt_DW2D1c0fKx,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_DW2D1c0fKx,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-7615A33470,https://education.asfai.org/objectives/dca737e3-f14b-5d37-9194-9e27f26fad89,Understanding fractions,"Demonstrate the “Understanding fractions” objective: Move fluently between real-world situations, diagrams, and symbolic equations involving three-digit numbers and fractions, explaining what each part represents.",Mathematics,Mathematical Thinking,7,8,META,3,0,unreviewed,mt_dXq9VWm31W,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_dXq9VWm31W,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-45F958A0E8,https://education.asfai.org/objectives/6f41b9e6-406f-56ae-8ddc-33082de1be85,Written Multiplication & Division,"Demonstrate the “Written Multiplication & Division” objective: Write and calculate mathematical statements for multiplication and division using known tables, including two-digit × one-digit, using mental and progressing to formal written methods.",Mathematics,Multiplication & Division,7,8,PROCEDURAL,3,1,unreviewed,mt_DyGBW3ZHh3,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_DyGBW3ZHh3,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-4C76E6F3F8,https://education.asfai.org/objectives/d73246ed-a526-5ea6-9a2d-f1fefda425f1,Narrator's Point of View,"Demonstrate the “Narrator's Point of View” objective: Compare and contrast the point of view from which different stories are narrated, including distinguishing between first-person and third-person narration and explaining how the narrator's perspective shapes the reader's understanding.",English,Reading Comprehension,9,10,CONCEPTUAL,3,1,unreviewed,mt_E_OryWIYkn,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_E_OryWIYkn,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-43D4AC3E2A,https://education.asfai.org/objectives/fa995084-1aed-56bc-a0e0-40b1af737165,Animal Nutrition,"Demonstrate the “Animal Nutrition” objective: Understand that animals, including humans, need the right types and amounts of nutrition, and that animals cannot make their own food.",Science,Organisms & Life Processes,7,8,CONCEPTUAL,3,1,unreviewed,mt_E1wR8IfCV6,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_E1wR8IfCV6,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-0B987A6687,https://education.asfai.org/objectives/5edc3a5f-d018-55e4-a76d-cabc98adccba,Boudicca's Revolt Against Rome,"Demonstrate the “Boudicca's Revolt Against Rome” objective: Tell the story of Boudicca, queen of the Iceni tribe, who led a fierce revolt against Roman rule in Britain — burning Colchester, London, and St Albans — before her army was defeated, and understand her significance as a symbol of resistance against a powerful empire.",History,Ancient Greece & Rome,7,9,CONCEPTUAL,3,0,unreviewed,mt_e1Yr6rhRNW,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e1Yr6rhRNW,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-6F116083BD,https://education.asfai.org/objectives/103e432d-59fb-5222-93fc-24ac319a6b2a,What Is an Earthquake,Demonstrate the “What Is an Earthquake” objective: Know what an earthquake is: a sudden shaking of the ground that can be strong or weak.,Science,Volcanoes & Earthquakes,5,7,CONCEPTUAL,3,0,unreviewed,mt_e29VrLfmYt,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e29VrLfmYt,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-0C6C285EB9,https://education.asfai.org/objectives/8bb9c18d-f6bf-5195-98c7-dd9074f3ca3c,Testing Materials for Uses,"Demonstrate the “Testing Materials for Uses” objective: Give reasons, based on evidence from comparative and fair tests, for the particular uses of everyday materials including metals, wood, and plastic.",Science,Matter & Materials,7,10,PROCEDURAL,3,2,unreviewed,mt_e3-_toGuWf,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e3-_toGuWf,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-6A67B5AE77,https://education.asfai.org/objectives/85adce2c-2f83-5e01-89b4-06c671046095,Types of angles (age 8+),"Demonstrate the “Types of angles (age 8+)” objective: Use and interpret standard geometric diagram conventions: mark right angles with a small square, equal lengths with single or double tick marks, and equal angles with arc marks; label angles in three-letter notation (∠ABC) and individual angles with a single letter or number; draw diagrams showing angles at a point, angles on a straight line, and angles inside polygons with these conventions; read diagrams with these marks to identify given information and find unknown values.",Mathematics,Geometry,8,12,REPRESENTATIONAL,3,0,unreviewed,mt_e4V6hvcuEJ,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e4V6hvcuEJ,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-78D5D52E70,https://education.asfai.org/objectives/575f1901-d8a5-58cf-a74b-1477335278e3,Measuring length (age 7+),"Demonstrate the “Measuring length (age 7+)” objective: Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, metre sticks, and measuring tapes.",Mathematics,Measurement,7,8,PROCEDURAL,3,1,unreviewed,mt_e4x3l2JeLI,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e4x3l2JeLI,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-PSD-D334669CAC,https://education.asfai.org/objectives/f4551bf7-bc87-5036-b041-b9027a2659d2,Hidden and Masked Feelings,"Demonstrate the “Hidden and Masked Feelings” objective: Recognise that people sometimes hide or mask their true feelings — smiling when they're actually sad, or saying 'I'm fine' when they're not — and understand why someone might do this.",Personal & Social Development,Emotional Literacy,7,9,CONCEPTUAL,3,1,unreviewed,mt_E5ju6kQSu3,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_E5ju6kQSu3,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-58DA1C7B2E,https://education.asfai.org/objectives/754ae04a-0907-532c-81af-cff93c32f3a2,Reading between the lines,Demonstrate the “Reading between the lines” objective: Ask and answer questions about key details in literary and informational texts; make simple inferences based on what characters say and do.,English,Reading Comprehension,5,10,PROCEDURAL,3,3,unreviewed,mt_E5KC4AnRLW,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_E5KC4AnRLW,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-8AB4AE6BBB,https://education.asfai.org/objectives/303102b8-54ea-575b-843e-dc77796b3749,Antonyms & Synonyms,"Demonstrate the “Antonyms & Synonyms” objective: Demonstrate understanding of words by relating them to their antonyms (opposites) and synonyms (words with similar meanings), using synonym and antonym relationships to refine vocabulary and improve precision in writing.",English,Vocabulary,9,11,CONCEPTUAL,3,3,unreviewed,mt_E5YbLvMgLL,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_E5YbLvMgLL,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-51F610ED8F,https://education.asfai.org/objectives/c2a3f043-45cf-55fb-9988-19ffdc02f913,Plants and animals in their habitats,"Demonstrate the “Plants and animals in their habitats” objective: Use a model to represent the relationship between the needs of different plants and animals and the places they live, connecting organism needs to habitat features.",Science,Ecosystems & Habitats,5,6,CONCEPTUAL,3,1,unreviewed,mt_e6PP4ip39V,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e6PP4ip39V,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-5EB8594DD0,https://education.asfai.org/objectives/eb8cc936-bc51-5811-a26c-2f73873c3ed5,Pharaohs and Tutankhamun,"Demonstrate the “Pharaohs and Tutankhamun” objective: Know that ancient Egypt was ruled by powerful kings and queens called pharaohs, who lived in grand palaces and made the laws — and that one of the most famous pharaohs is Tutankhamun, a boy who became pharaoh as a child and whose golden tomb was discovered thousands of years later.",History,Ancient Egypt,5,7,CONCEPTUAL,3,0,unreviewed,mt_E7avIa-tcE,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_E7avIa-tcE,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-DC15A40BAD,https://education.asfai.org/objectives/c0f96fbb-69c6-5a35-8c98-fc3870f07a59,Fraction Word Problems,"Demonstrate the “Fraction Word Problems” objective: Solve word problems involving addition and subtraction of fractions with unlike denominators, using visual models and benchmark fractions to estimate and assess reasonableness.",Mathematics,Fractions,10,11,PROCEDURAL,3,0,unreviewed,mt_e7filQgayF,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e7filQgayF,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-E0762D1C92,https://education.asfai.org/objectives/2a89d347-9ec6-55ef-830e-e80014fcde6d,Number bonds to 9,Demonstrate the “Number bonds to 9” objective: Find the number that makes 10 when added to a given number from 1 to 9 (number bonds to 10).,Mathematics,Addition & Subtraction,4,6,PROCEDURAL,3,2,unreviewed,mt_e8CZ7E5qW7,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_e8CZ7E5qW7,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-A67DAEE2D9,https://education.asfai.org/objectives/02c11b25-2867-5870-bcbc-59327e60f072,Structural Adaptations,"Demonstrate the “Structural Adaptations” objective: Understand that animals have structural adaptations (body features like the giraffe's long neck, eagle's talons, dolphin's streamlined shape), behavioural adaptations (migration, hibernation, tool use), and physiological adaptations (antifreeze in Arctic fish blood, echolocation in bats) — and that these developed over many generations through natural selection.",Science,Animals of the World,9,11,CONCEPTUAL,4,0,unreviewed,mt_EaWjCyn8W2,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EaWjCyn8W2,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-0B10CF00A6,https://education.asfai.org/objectives/e78bc0a3-7b91-567f-942b-f7a66172487d,Expanded noun phrases (age 8+),"Demonstrate the “Expanded noun phrases (age 8+)” objective: Expand noun phrases with modifying adjectives, nouns, and preposition phrases to add detail.",English,Grammar & Punctuation,8,10,PROCEDURAL,3,1,unreviewed,mt_EbiGRVK8uR,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EbiGRVK8uR,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-4AF77D30E6,https://education.asfai.org/objectives/183b7324-1351-5362-8b7a-5c0d82085873,Equivalent fractions (age 9+),"Demonstrate the “Equivalent fractions (age 9+)” objective: Explain why a fraction a/b is equivalent to (n×a)/(n×b) using visual models; use this principle to recognise and generate equivalent fractions, including tenths and hundredths.",Mathematics,Fractions,9,10,CONCEPTUAL,3,0,unreviewed,mt_ebPelt-qAl,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_ebPelt-qAl,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-678E40A806,https://education.asfai.org/objectives/e52c235f-7ea1-59c7-9570-57c28478f01f,Connecting Representations,"Demonstrate the “Connecting Representations” objective: Move between real-world situations, drawings, and number sentences, explaining how each representation connects to the others (quantitative reasoning).",Mathematics,Mathematical Thinking,6,7,META,3,0,unreviewed,mt_EBYGhd8X3x,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EBYGhd8X3x,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-56782C81E9,https://education.asfai.org/objectives/1ebb953d-1f30-59d3-99a8-c1af078e9f79,Hazard Assessment & Evacuation,"Demonstrate the “Hazard Assessment & Evacuation” objective: Explain probabilistic hazard assessment using eruption recurrence intervals and fault slip rates; describe how volcano observatories monitor ground deformation, gas emissions, and seismicity to issue alert levels; explore why communities remain near active hazards (fertile volcanic soil, poverty, cultural ties); discuss the ethics and politics of evacuation decisions and the social justice dimensions of disaster risk.",Science,Volcanoes & Earthquakes,12,14,CONCEPTUAL,0,0,unreviewed,mt_edaoZRkK6M,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_edaoZRkK6M,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-0C8D67AF20,https://education.asfai.org/objectives/a1665aa7-0600-54de-b7d4-3855fdc7e015,Place Value × 10 and ÷ 10,"Demonstrate the “Place Value × 10 and ÷ 10” objective: Recognise that in a multi-digit number, a digit in one place represents 10 times as much as in the place to its right and 1/10 of what it represents in the place to its left.",Mathematics,Number Representation & Place Value,10,11,CONCEPTUAL,3,0,unreviewed,mt_EDgw64OmfA,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EDgw64OmfA,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-CMP-80A20F4834,https://education.asfai.org/objectives/d2d82ff1-3d7c-5071-a8fd-42e02f897e21,Recommendation Systems and Filter Bubbles,"Demonstrate the “Recommendation Systems and Filter Bubbles” objective: How recommendation systems work: YouTube, Netflix, and shop websites track what you click and find patterns; filter bubbles; the difference between helpful suggestions and manipulation.",Computing,Artificial Intelligence,7,9,CONCEPTUAL,3,0,unreviewed,mt_EedcpioR0v,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EedcpioR0v,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-ELA-B85201B276,https://education.asfai.org/objectives/dbfbda1f-8ae4-51f5-a23c-751fdc0c7bb4,In-Depth Character and Setting Analysis,"Demonstrate the “In-Depth Character and Setting Analysis” objective: Describe in depth a character, setting, or event in a story or drama, drawing on specific details from the text such as a character's thoughts, words, actions, and interactions.",English,Reading Comprehension,9,10,PROCEDURAL,3,1,unreviewed,mt_Eehl12cSnN,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_Eehl12cSnN,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-2A1897493B,https://education.asfai.org/objectives/ece910a9-2858-5b6c-b8f2-8c4190a43c07,Transformations on a Grid,"Demonstrate the “Transformations on a Grid” objective: Identify, describe, and represent the position of a shape following a reflection or translation using appropriate language; know that the shape has not changed.",Mathematics,Geometry,9,10,PROCEDURAL,3,0,unreviewed,mt_efOeaGFyGM,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_efOeaGFyGM,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-2233F1F2F9,https://education.asfai.org/objectives/dde138c1-b85b-500a-91c9-6ab2640e3b94,Rock Layers & Relative Dating,"Demonstrate the “Rock Layers & Relative Dating” objective: Understand that rock layers (strata) form in sequence with the oldest at the bottom and the youngest at the top, and that fossils found in deeper layers are older — this is the principle of relative dating.",Science,Dinosaurs & Paleontology,9,11,CONCEPTUAL,3,0,unreviewed,mt_EGIlsfHxb6,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EGIlsfHxb6,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-A80C42ADE1,https://education.asfai.org/objectives/2b9ca2a5-78d0-55fd-b25f-429d61a85f2c,Conservation of Mass,"Demonstrate the “Conservation of Mass” objective: Measure and provide evidence that the total weight of matter is conserved regardless of the type of change (heating, cooling, or mixing).",Science,Matter & Materials,10,11,CONCEPTUAL,3,1,unreviewed,mt_ehC1wsdmUz,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_ehC1wsdmUz,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-DFE09DF64D,https://education.asfai.org/objectives/ec8375b3-c91a-5032-9f5f-bb83a873e3c6,Inverse: addition undoes subtraction,Demonstrate the “Inverse: addition undoes subtraction” objective: Recognise and use the inverse relationship between addition and subtraction to check calculations and solve missing-number problems.,Mathematics,Addition & Subtraction,6,7,CONCEPTUAL,3,2,unreviewed,mt_ehGS_uVSJv,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_ehGS_uVSJv,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-HIS-7808330057,https://education.asfai.org/objectives/04bb5f25-c70a-549e-ae99-687a96b31ca2,Inclusion and Exclusion in Athens,"Demonstrate the “Inclusion and Exclusion in Athens” objective: Analyse who was included and excluded from Athenian democracy — only free adult male citizens (roughly 30% of adults) could participate, while women, enslaved people (who may have made up a third of the population), and foreign residents (metics) were excluded — and evaluate whether Athens truly deserves the title 'birthplace of democracy' by comparing it with modern representative democracies.",History,Ancient Greece & Rome,11,13,CONCEPTUAL,3,0,unreviewed,mt_EHiM4_qg1R,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EHiM4_qg1R,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-6FD53DEB4C,https://education.asfai.org/objectives/934c48f8-3d0e-5be2-b52a-c0ee13b5ede6,Naming the Planets,"Demonstrate the “Naming the Planets” objective: Name the planets in our solar system in order from the Sun and use vocabulary for space — planet, star, sun, moon, satellite, orbit, solar system, galaxy, universe, asteroid, comet — applying these correctly when describing the structure of the solar system and objects we see in the sky.",Science,Space Systems & Earth's History,5,8,LANGUAGE,3,0,unreviewed,mt_EHuU1ZeUFA,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EHuU1ZeUFA,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-1D603D4E2A,https://education.asfai.org/objectives/8d868623-7cd6-51ed-a566-c1ef38a595c3,Estimating answers (age 9+),"Demonstrate the “Estimating answers (age 9+)” objective: Apply the area formula (l × w) and perimeter formula (2l + 2w) for rectangles including squares in real-world and mathematical problems; calculate and compare areas using standard units (cm², m²) and estimate areas of irregular shapes.",Mathematics,Measurement,9,10,PROCEDURAL,3,0,unreviewed,mt_eiB3-6pu6a,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_eiB3-6pu6a,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-SCI-08EE7E2DCB,https://education.asfai.org/objectives/ec14d3e1-8ccf-502f-8878-09ea5681f250,Journey to Mars,"Demonstrate the “Journey to Mars” objective: Evaluate the engineering and human challenges of long-duration spaceflight to Mars — radiation exposure, muscle and bone loss, psychological isolation, communication delays — and assess the current state of the SETI programme: what methods are used, what has been detected so far, and what the Fermi Paradox is.",Science,Space Exploration,13,14,META,3,0,unreviewed,mt_EIbltgXRWR,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EIbltgXRWR,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-467FE19C7C,https://education.asfai.org/objectives/48c009b5-d788-558f-bc16-64a224c2d26d,Pictograms and tally charts (age 11+),"Demonstrate the “Pictograms and tally charts (age 11+)” objective: Construct and interpret frequency tables, bar charts, pie charts, pictograms, and vertical line charts for both categorical and grouped numerical data, choosing appropriate representations for the data type.",Mathematics,Data & Statistics,11,13,REPRESENTATIONAL,3,3,unreviewed,mt_eKJG-0eC6D,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_eKJG-0eC6D,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-3C975F336D,https://education.asfai.org/objectives/1b740592-e761-50fb-946a-8d1cfc6d66ea,Multi-Step Multiply & Divide,"Demonstrate the “Multi-Step Multiply & Divide” objective: Solve problems involving multiplication and division, including scaling problems and correspondence problems where n objects are connected to m objects.",Mathematics,Multiplication & Division,7,8,PROCEDURAL,3,1,unreviewed,mt_EmR5n58jZt,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_EmR5n58jZt,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
ASFAI-MAT-79B9FABEDC,https://education.asfai.org/objectives/c0d87f59-ea8d-51f4-8279-a9a38f1da39f,Area of compound shapes,Demonstrate the “Area of compound shapes” objective: Recognise area as additive; find areas of rectilinear figures by decomposing into non-overlapping rectangles and summing their areas.,Mathematics,Measurement,8,9,PROCEDURAL,3,0,unreviewed,mt_eMtV6tBSJm,https://education.asfai.org/sources/marble/releases/1.0.0/topics/mt_eMtV6tBSJm,https://github.com/withmarbleapp/os-taxonomy/blob/96a7933754af672e1bfdbf7ecb05c325860c6e0d/data/topics.json
